Tokyo;35.6897
Tokyo;-6.1750
Tokyo;28.6100
Tokyo;23.1300
Tokyo;19.0761
Tokyo;14.5958
Tokyo;31.1667
Tokyo;-23.5500
Tokyo;37.5600
Tokyo;19.4333
Tokyo;30.0444
Tokyo;40.6943
Tokyo;23.7639
Tokyo;39.9040
Tokyo;22.5675
Tokyo;13.7525
Tokyo;22.5350
Tokyo;55.7558
Tokyo;-34.5997
Tokyo;6.4550
Tokyo;41.0136
Tokyo;24.8600
Tokyo;12.9789
Tokyo;10.7756
Tokyo;34.6939
Tokyo;30.6600
Tokyo;35.6892
Tokyo;-4.3250
Tokyo;-22.9111
Tokyo;13.0825
Tokyo;34.2667
Tokyo;31.5497
Tokyo;29.5500
Tokyo;34.1141
Tokyo;38.8671
Tokyo;51.5072
Tokyo;48.8567
Tokyo;35.1041
Tokyo;23.0475
Tokyo;17.3850
Tokyo;39.1467
Tokyo;-12.0600
Tokyo;30.5872
Tokyo;32.9987
Tokyo;30.2500
Tokyo;23.0292
Tokyo;35.1833
Tokyo;25.0375
Tokyo;34.2610
Tokyo;-8.8383
Tokyo;33.6250
Tokyo;25.8292
Tokyo;3.1478
Tokyo;35.2333
Tokyo;24.9139
Tokyo;41.8375
Tokyo;32.0608
Tokyo;35.4000
Tokyo;21.0283
Tokyo;18.5203
Tokyo;32.8986
Tokyo;23.0300
Tokyo;-26.2044
Tokyo;4.7111
Tokyo;-6.8161
Tokyo;41.8025
Tokyo;15.5006
Tokyo;34.4259
Tokyo;38.3037
Tokyo;22.3000
Tokyo;27.2418
Tokyo;21.1967
Tokyo;33.3936
Tokyo;26.8968
Tokyo;24.6333
Tokyo;32.9773
Tokyo;-33.4372
Tokyo;37.0659
Tokyo;22.3350
Tokyo;27.3019
Tokyo;28.4419
Tokyo;27.7050
Tokyo;21.1702
Tokyo;-7.2458
Tokyo;30.4500
Tokyo;21.6618
Tokyo;30.7991
Tokyo;32.1264
Tokyo;40.4169
Tokyo;33.3153
Tokyo;25.5102
Tokyo;23.5533
Tokyo;1.3000
Tokyo;25.4358
Tokyo;36.4500
Tokyo;38.9000
Tokyo;22.6293
Tokyo;29.0397
Tokyo;36.1167
Tokyo;4.0500
Tokyo;25.7840
Tokyo;35.2992
Tokyo;31.2231
Tokyo;32.0654
Tokyo;32.7935
Tokyo;29.7860
Tokyo;34.7492
Tokyo;31.7542
Tokyo;37.4513
Tokyo;36.6667
Tokyo;29.9870
Tokyo;27.3328
Tokyo;27.8041
Tokyo;-1.2864
Tokyo;20.6767
Tokyo;40.0077
Tokyo;39.9300
Tokyo;36.2001
Tokyo;31.2152
Tokyo;39.5196
Tokyo;26.4515
Tokyo;43.7417
Tokyo;46.6384
Tokyo;59.9500
Tokyo;47.3398
Tokyo;33.6333
Tokyo;25.6667
Tokyo;-19.9167
Tokyo;34.4996
Tokyo;16.7950
Tokyo;24.5093
Tokyo;35.0304
Tokyo;34.3500
Tokyo;25.2819
Tokyo;33.7628
Tokyo;32.4831
Tokyo;33.9833
Tokyo;33.8626
Tokyo;5.3167
Tokyo;33.9331
Tokyo;27.5494
Tokyo;27.1172
Tokyo;30.9273
Tokyo;33.7350
Tokyo;29.7048
Tokyo;31.1975
Tokyo;31.4669
Tokyo;-33.8678
Tokyo;34.7950
Tokyo;38.9047
Tokyo;41.3825
Tokyo;28.1987
Tokyo;25.7989
Tokyo;30.5000
Tokyo;22.5833
Tokyo;34.5906
Tokyo;28.7596
Tokyo;32.3912
Tokyo;-37.8142
Tokyo;52.5200
Tokyo;37.7348
Tokyo;2.3445
Tokyo;25.0433
Tokyo;28.5833
Tokyo;23.0961
Tokyo;43.9000
Tokyo;34.0244
Tokyo;33.5333
Tokyo;24.2998
Tokyo;40.8108
Tokyo;42.2663
Tokyo;43.8225
Tokyo;31.3000
Tokyo;38.4200
Tokyo;36.0812
Tokyo;23.3735
Tokyo;34.5253
Tokyo;2.0392
Tokyo;28.8918
Tokyo;31.8639
Tokyo;42.3188
Tokyo;24.3264
Tokyo;23.0500
Tokyo;30.7083
Tokyo;38.0422
Tokyo;29.8750
Tokyo;27.9814
Tokyo;33.5722
Tokyo;27.8407
Tokyo;31.9497
Tokyo;32.3062
Tokyo;21.5433
Tokyo;23.6842
Tokyo;27.7378
Tokyo;37.3806
Tokyo;31.1289
Tokyo;37.8733
Tokyo;12.0000
Tokyo;31.3340
Tokyo;22.8192
Tokyo;45.7500
Tokyo;9.0667
Tokyo;35.4442
Tokyo;34.3609
Tokyo;34.8667
Tokyo;24.4797
Tokyo;29.5872
Tokyo;26.0769
Tokyo;23.9010
Tokyo;41.1066
Tokyo;3.5894
Tokyo;38.2655
Tokyo;27.9991
Tokyo;31.8122
Tokyo;35.7639
Tokyo;35.2290
Tokyo;28.6842
Tokyo;7.3964
Tokyo;24.6928
Tokyo;42.3834
Tokyo;45.5089
Tokyo;35.1800
Tokyo;40.8151
Tokyo;47.6211
Tokyo;36.7539
Tokyo;33.0794
Tokyo;39.6292
Tokyo;32.6351
Tokyo;26.8500
Tokyo;43.1715
Tokyo;36.3000
Tokyo;6.6944
Tokyo;36.1953
Tokyo;25.2631
Tokyo;21.9500
Tokyo;26.5794
Tokyo;32.9354
Tokyo;37.7558
Tokyo;31.8576
Tokyo;34.5809
Tokyo;30.5098
Tokyo;31.5667
Tokyo;29.5854
Tokyo;25.4394
Tokyo;32.2109
Tokyo;31.4167
